fecha,efectivo,cta_cte,tarjetas,tickets,cheques,otros,total,ventas,prom_vtas,cubt1,cubt2,cubt3,cub,promedio,acumulado
"Jue 15/09/22",79820.00,0.00,57120.00,0.00,0.00,21580.00,158520.00,32,4953.75,0,0,0,0,0.00,35637000.9
"Vie 16/09/22",154170.00,0.00,77770.00,0.00,0.00,34890.00,266830.00,55,4851.45,0,0,0,0,0.00,35903830.9
"Sab 17/09/22",133950.00,0.00,76170.00,0.00,0.00,60090.00,270210.00,58,4658.79,0,0,0,0,0.00,36174040.9
"Mar 20/09/22",45860.00,0.00,56046.00,0.00,0.00,24099.00,126005.00,24,5250.21,0,0,0,0,0.00,36300045.9
"Mie 21/09/22",103160.00,0.00,29560.00,0.00,0.00,31650.00,164370.00,34,4834.41,0,0,0,0,0.00,36464415.9
"Jue 22/09/22",104180.00,0.00,21610.00,0.00,0.00,30090.00,155880.00,25,6235.20,0,0,0,0,0.00,36620295.9
"Vie 23/09/22",160480.00,0.00,90870.00,0.00,0.00,62550.00,313900.00,67,4685.07,0,0,0,0,0.00,36934195.9
"Sab 24/09/22",153650.00,0.00,52325.00,0.00,0.00,60710.00,266685.00,54,4938.61,0,0,0,0,0.00,37200880.9
"Mar 27/09/22",89228.00,0.00,35740.00,0.00,0.00,16243.00,141211.00,32,4412.84,0,0,0,0,0.00,37342091.9
"Mie 28/09/22",84020.00,0.00,37660.00,0.00,0.00,17780.00,139460.00,26,5363.85,0,0,0,0,0.00,37481551.9
"Jue 29/09/22",73860.00,0.00,46240.00,0.00,0.00,30980.00,151080.00,26,5810.77,0,0,0,0,0.00,37632631.9
"Vie 30/09/22",159520.00,0.00,76460.00,0.00,0.00,40690.00,276670.00,57,4853.86,0,0,0,0,0.00,37909301.9
"Sab 01/10/22",130740.00,0.00,132040.00,0.00,0.00,55610.00,318390.00,62,5135.32,0,0,0,0,0.00,38227691.9
"Mar 04/10/22",113693.00,0.00,49211.00,0.00,0.00,25899.00,188803.00,34,5553.03,0,0,0,0,0.00,38416494.9
"Mie 05/10/22",108110.00,0.00,79760.00,0.00,0.00,53460.00,241330.00,45,5362.89,0,0,0,0,0.00,38657824.9
"Jue 06/10/22",150230.00,0.00,53460.00,0.00,0.00,55390.00,259080.00,49,5287.35,0,0,0,0,0.00,38916904.9
"Vie 07/10/22",103237.00,0.00,115220.00,0.00,0.00,37060.00,255517.00,50,5110.34,0,0,0,0,0.00,39172421.9
"Sab 08/10/22",144080.00,0.00,113070.00,0.00,0.00,68490.00,325640.00,55,5920.73,0,0,0,0,0.00,39498061.9
"Dom 09/10/22",89180.00,0.00,48100.00,0.00,0.00,42260.00,179540.00,33,5440.61,0,0,0,0,0.00,39677601.9
"Mie 12/10/22",100097.00,0.00,37880.00,0.00,0.00,25860.00,163837.00,29,5649.55,0,0,0,0,0.00,39841438.9
"Jue 13/10/22",92020.00,0.00,57170.00,0.00,0.00,23490.00,172680.00,35,4933.71,0,0,0,0,0.00,40014118.9
"Vie 14/10/22",171160.00,0.00,72370.00,0.00,0.00,43570.00,287100.00,59,4866.10,0,0,0,0,0.00,40301218.9
"Sab 15/10/22",185445.00,0.00,105525.00,0.00,0.00,40510.00,331480.00,61,5434.10,0,0,0,0,0.00,40632698.9
"Mar 18/10/22",81044.00,0.00,35018.00,0.00,0.00,28556.00,144618.00,30,4820.60,0,0,0,0,0.00,40777316.9
"Mie 19/10/22",91990.00,0.00,32740.00,0.00,0.00,6380.00,131110.00,27,4855.93,0,0,0,0,0.00,40908426.9
"Jue 20/10/22",144440.00,0.00,49796.00,0.00,0.00,36500.00,230736.00,41,5627.71,0,0,0,0,0.00,41139162.9
"Vie 21/10/22",122720.00,0.00,86920.00,0.00,0.00,77840.00,287480.00,58,4956.55,0,0,0,0,0.00,41426642.9
"Sab 22/10/22",180360.00,0.00,61270.00,0.00,0.00,33570.00,275200.00,57,4828.07,0,0,0,0,0.00,41701842.9
"Mar 25/10/22",71888.00,0.00,48720.00,0.00,0.00,6953.00,127561.00,34,3751.79,0,0,0,0,0.00,41829403.9
"Mie 26/10/22",70790.00,0.00,29560.00,0.00,0.00,32810.00,133160.00,27,4931.85,0,0,0,0,0.00,41962563.9
"Jue 27/10/22",64690.00,0.00,56760.00,0.00,0.00,19130.00,140580.00,34,4134.71,0,0,0,0,0.00,42103143.9
"Vie 28/10/22",206360.00,0.00,117610.00,0.00,0.00,47270.00,371240.00,67,5540.90,0,0,0,0,0.00,42474383.9
"Sab 29/10/22",99100.00,0.00,106189.00,0.00,0.00,25480.00,230769.00,48,4807.69,0,0,0,0,0.00,42705152.9
"Mar 01/11/22",72129.00,0.00,32834.00,0.00,0.00,33449.00,138412.00,29,4772.83,0,0,0,0,0.00,42843564.9
"Mie 02/11/22",84090.00,0.00,46500.00,0.00,0.00,36240.00,166830.00,32,5213.44,0,0,0,0,0.00,43010394.9
"Jue 03/11/22",91490.00,0.00,32390.00,0.00,0.00,36850.00,160730.00,30,5357.67,0,0,0,0,0.00,43171124.9
"Vie 04/11/22",157780.00,0.00,110890.00,0.00,0.00,41100.00,309770.00,69,4489.42,0,0,0,0,0.00,43480894.9
"Sab 05/11/22",194024.00,0.00,64070.00,0.00,0.00,24660.00,282754.00,62,4560.55,0,0,0,0,0.00,43763648.9
"Mar 08/11/22",47949.00,0.00,18020.00,0.00,0.00,23785.00,89754.00,19,4723.89,0,0,0,0,0.00,43853402.9
"Mie 09/11/22",76240.00,0.00,42970.00,0.00,0.00,14190.00,133400.00,25,5336.00,0,0,0,0,0.00,43986802.9
"Jue 10/11/22",92340.00,0.00,19770.00,0.00,0.00,33910.00,146020.00,28,5215.00,0,0,0,0,0.00,44132822.9
"Vie 11/11/22",153310.00,0.00,83900.00,0.00,0.00,62180.00,299390.00,58,5161.90,0,0,0,0,0.00,44432212.9
"Sab 12/11/22",208720.00,0.00,69930.00,0.00,0.00,41270.00,319920.00,68,4704.71,0,0,0,0,0.00,44752132.9
"Mar 15/11/22",73147.00,0.00,37938.00,0.00,0.00,54189.00,165274.00,33,5008.30,0,0,0,0,0.00,44917406.9
"Mie 16/11/22",21740.00,0.00,60200.00,0.00,0.00,24160.00,106100.00,23,4613.04,0,0,0,0,0.00,45023506.9
"Jue 17/11/22",81350.00,0.00,31900.00,0.00,0.00,34320.00,147570.00,29,5088.62,0,0,0,0,0.00,45171076.9
"Vie 18/11/22",157520.00,0.00,113010.00,0.00,0.00,46120.00,316650.00,64,4947.66,0,0,0,0,0.00,45487726.9
"Sab 19/11/22",146050.00,0.00,88420.00,0.00,0.00,64270.00,298740.00,59,5063.39,0,0,0,0,0.00,45786466.9
"Dom 20/11/22",82020.00,0.00,84460.00,0.00,0.00,39500.00,205980.00,37,5567.03,0,0,0,0,0.00,45992446.9
"Mie 23/11/22",111260.00,0.00,45770.00,0.00,0.00,20920.00,177950.00,32,5560.94,0,0,0,0,0.00,46170396.9
"Jue 24/11/22",94100.00,0.00,44750.00,0.00,0.00,36690.00,175540.00,37,4744.32,0,0,0,0,0.00,46345936.9
"Vie 25/11/22",162280.00,0.00,69810.00,0.00,0.00,33340.00,265430.00,57,4656.67,0,0,0,0,0.00,46611366.9
"Sab 26/11/22",138920.00,0.00,85630.00,0.00,0.00,32750.00,257300.00,54,4764.81,0,0,0,0,0.00,46868666.9
"Mar 29/11/22",141099.00,0.00,70877.00,0.00,0.00,12435.00,224411.00,42,5343.12,0,0,0,0,0.00,47093077.9
"Mie 30/11/22",60880.00,0.00,20630.00,0.00,0.00,54610.00,136120.00,22,6187.27,0,0,0,0,0.00,47229197.9
"Jue 01/12/22",113860.00,0.00,33090.00,0.00,0.00,58290.00,205240.00,40,5131.00,0,0,0,0,0.00,47434437.9
"Vie 02/12/22",154360.00,0.00,117842.00,0.00,0.00,85420.00,357622.00,65,5501.88,0,0,0,0,0.00,47792059.9
"Sab 03/12/22",99680.00,0.00,41880.00,0.00,0.00,34840.00,176400.00,37,4767.57,0,0,0,0,0.00,47968459.9
"Mar 06/12/22",181401.00,0.00,63680.00,0.00,0.00,32794.00,277875.00,53,5242.92,0,0,0,0,0.00,48246334.9
"Mie 07/12/22",82510.00,0.00,95450.00,0.00,0.00,35850.00,213810.00,37,5778.65,0,0,0,0,0.00,48460144.9
"Jue 08/12/22",122970.00,0.00,44590.00,0.00,0.00,41800.00,209360.00,37,5658.38,0,0,0,0,0.00,48669504.9
"Vie 09/12/22",145370.00,0.00,42710.00,0.00,0.00,41550.00,229630.00,38,6042.89,0,0,0,0,0.00,48899134.9
"Sab 10/12/22",147290.00,0.00,47760.00,0.00,0.00,55200.00,250250.00,48,5213.54,0,0,0,0,0.00,49149384.9
"Mar 13/12/22",123964.00,0.00,59690.00,0.00,0.00,44282.00,227936.00,40,5698.40,0,0,0,0,0.00,49377320.9
"Mie 14/12/22",113360.00,0.00,23310.00,0.00,0.00,16990.00,153660.00,26,5910.00,0,0,0,0,0.00,49530980.9
"Jue 15/12/22",69750.00,0.00,39900.00,0.00,0.00,48100.00,157750.00,31,5088.71,0,0,0,0,0.00,49688730.9
"Vie 16/12/22",143850.00,0.00,79980.00,0.00,0.00,52930.00,276760.00,51,5426.67,0,0,0,0,0.00,49965490.9
"Sab 17/12/22",108210.00,0.00,69340.00,0.00,0.00,59940.00,237490.00,52,4567.12,0,0,0,0,0.00,50202980.9
"Mar 20/12/22",94468.00,0.00,73497.00,0.00,0.00,31940.00,199905.00,35,5711.57,0,0,0,0,0.00,50402885.9
"Mie 21/12/22",139185.00,0.00,41850.00,0.00,0.00,27070.00,208105.00,39,5336.03,0,0,0,0,0.00,50610990.9
"Jue 22/12/22",39490.00,0.00,43100.00,0.00,0.00,35800.00,118390.00,26,4553.46,0,0,0,0,0.00,50729380.9
"Vie 23/12/22",155370.00,0.00,99360.00,0.00,0.00,60720.00,315450.00,58,5438.79,0,0,0,0,0.00,51044830.9
"Sab 24/12/22",138500.00,0.00,141990.00,0.00,0.00,34380.00,314870.00,44,7156.14,0,0,0,0,0.00,51359700.9
"Mar 27/12/22",110900.00,0.00,73779.00,0.00,0.00,45346.00,230025.00,51,4510.29,0,0,0,0,0.00,51589725.9
"Mie 28/12/22",112880.00,0.00,82440.00,0.00,0.00,47850.00,243170.00,48,5066.04,0,0,0,0,0.00,51832895.9
"Jue 29/12/22",45720.00,0.00,130760.00,0.00,0.00,95480.00,271960.00,45,6043.56,0,0,0,0,0.00,52104855.9
"Vie 30/12/22",165780.00,0.00,47280.00,0.00,0.00,59650.00,272710.00,56,4869.82,0,0,0,0,0.00,52377565.9
"Sab 31/12/22",191450.00,96880.00,116800.00,0.00,0.00,39060.00,444190.00,60,7403.17,0,0,0,0,0.00,52821755.9
"Mar 03/01/23",148773.00,0.00,32030.00,0.00,0.00,98761.00,279564.00,47,5948.17,0,0,0,0,0.00,53101319.9
"Mie 04/01/23",114010.00,0.00,44440.00,0.00,0.00,94470.00,252920.00,47,5381.28,0,0,0,0,0.00,53354239.9
"Jue 05/01/23",168590.00,0.00,83610.00,0.00,0.00,53740.00,305940.00,50,6118.80,0,0,0,0,0.00,53660179.9
"Vie 06/01/23",193100.00,0.00,127960.00,0.00,0.00,64050.00,385110.00,65,5924.77,0,0,0,0,0.00,54045289.9
"Sab 07/01/23",227620.00,0.00,123490.00,0.00,0.00,77780.00,428890.00,76,5643.29,0,0,0,0,0.00,54474179.9
"Mar 10/01/23",128488.00,0.00,17770.00,0.00,0.00,128581.00,274839.00,43,6391.60,0,0,0,0,0.00,54749018.9
"Mie 11/01/23",133060.00,0.00,65090.00,0.00,0.00,77730.00,275880.00,44,6270.00,0,0,0,0,0.00,55024898.9
"Jue 12/01/23",103030.00,0.00,67550.00,0.00,0.00,55650.00,226230.00,46,4918.04,0,0,0,0,0.00,55251128.9
"Vie 13/01/23",274420.00,0.00,99990.00,0.00,0.00,41660.00,416070.00,77,5403.51,0,0,0,0,0.00,55667198.9
"Sab 14/01/23",203880.00,0.00,106360.00,0.00,0.00,61550.00,371790.00,68,5467.50,0,0,0,0,0.00,56038988.9
"Mar 17/01/23",145456.00,0.00,16150.00,0.00,0.00,76178.00,237784.00,48,4953.83,0,0,0,0,0.00,56276772.9
"Mie 18/01/23",125450.00,0.00,33670.00,0.00,0.00,33810.00,192930.00,36,5359.17,0,0,0,0,0.00,56469702.9
"Jue 19/01/23",139000.00,0.00,28890.00,0.00,0.00,50740.00,218630.00,41,5332.44,0,0,0,0,0.00,56688332.9
"Vie 20/01/23",158520.00,0.00,127960.00,0.00,0.00,58720.00,345200.00,66,5230.30,0,0,0,0,0.00,57033532.9
"Sab 21/01/23",158320.00,0.00,86780.00,0.00,0.00,62400.00,307500.00,56,5491.07,0,0,0,0,0.00,57341032.9
"Mar 24/01/23",119713.00,0.00,46040.00,0.00,0.00,44693.00,210446.00,44,4782.86,0,0,0,0,0.00,57551478.9
"Mie 25/01/23",88100.00,0.00,36570.00,0.00,0.00,31550.00,156220.00,27,5785.93,0,0,0,0,0.00,57707698.9
"Jue 26/01/23",111920.00,0.00,64660.00,0.00,0.00,18540.00,195120.00,33,5912.73,0,0,0,0,0.00,57902818.9
"Vie 27/01/23",175100.00,0.00,64920.00,0.00,0.00,84600.00,324620.00,59,5502.03,0,0,0,0,0.00,58227438.9
"Sab 28/01/23",139360.00,0.00,74990.00,0.00,0.00,59840.00,274190.00,49,5595.71,0,0,0,0,0.00,58501628.9
"Mar 31/01/23",117169.00,0.00,16320.00,0.00,0.00,88659.00,222148.00,32,6942.13,0,0,0,0,0.00,58723776.9
"Mie 01/02/23",100000.00,0.00,38030.00,0.00,0.00,28810.00,166840.00,34,4907.06,0,0,0,0,0.00,58890616.9
"Jue 02/02/23",124500.00,0.00,48330.00,0.00,0.00,48120.00,220950.00,43,5138.37,0,0,0,0,0.00,59111566.9
"Vie 03/02/23",168670.00,0.00,148370.00,0.00,0.00,56120.00,373160.00,68,5487.65,0,0,0,0,0.00,59484726.9
"Sab 04/02/23",203640.00,0.00,96890.00,0.00,0.00,37450.00,337980.00,61,5540.66,0,0,0,0,0.00,59822706.9
"Mar 07/02/23",116496.00,0.00,61974.00,0.00,0.00,25390.00,203860.00,34,5995.88,0,0,0,0,0.00,60026566.9
"Mie 08/02/23",148060.00,0.00,39140.00,0.00,0.00,29460.00,216660.00,33,6565.45,0,0,0,0,0.00,60243226.9
"Jue 09/02/23",133530.00,0.00,66530.00,0.00,0.00,44130.00,244190.00,38,6426.05,0,0,0,0,0.00,60487416.9
"Vie 10/02/23",134620.00,0.00,103690.00,0.00,0.00,86440.00,324750.00,61,5323.77,0,0,0,0,0.00,60812166.9
"Sab 11/02/23",176700.00,0.00,54320.00,0.00,0.00,68350.00,299370.00,55,5443.09,0,0,0,0,0.00,61111536.9
"Mar 14/02/23",198110.00,0.00,175630.00,0.00,0.00,78090.00,451830.00,79,5719.37,0,0,0,0,0.00,61563366.9
"Mie 15/02/23",123080.00,0.00,42000.00,0.00,0.00,43940.00,209020.00,40,5225.50,0,0,0,0,0.00,61772386.9
"Jue 16/02/23",152290.00,0.00,69720.00,0.00,0.00,13830.00,235840.00,40,5896.00,0,0,0,0,0.00,62008226.9
"Vie 17/02/23",127000.00,0.00,104530.00,0.00,0.00,107120.00,338650.00,56,6047.32,0,0,0,0,0.00,62346876.9
"Sab 18/02/23",115570.00,0.00,53520.00,0.00,0.00,45370.00,214460.00,41,5230.73,0,0,0,0,0.00,62561336.9
"Mar 21/02/23",91922.00,0.00,35760.00,0.00,0.00,50804.00,178486.00,35,5099.60,0,0,0,0,0.00,62739822.9
"Mie 22/02/23",63690.00,0.00,30060.00,0.00,0.00,14730.00,108480.00,18,6026.67,0,0,0,0,0.00,62848302.9
"Jue 23/02/23",113080.00,0.00,40660.00,0.00,0.00,36220.00,189960.00,33,5756.36,0,0,0,0,0.00,63038262.9
"Vie 24/02/23",157470.00,0.00,115340.00,0.00,0.00,77690.00,350500.00,58,6043.10,0,0,0,0,0.00,63388762.9
"Sab 25/02/23",169920.00,0.00,144000.00,0.00,0.00,18490.00,332410.00,56,5935.89,0,0,0,0,0.00,63721172.9
"Mar 28/02/23",108313.00,0.00,18460.00,0.00,0.00,57523.00,184296.00,37,4980.97,0,0,0,0,0.00,63905468.9
"Mie 01/03/23",118861.00,0.00,0.00,0.00,0.00,54190.00,173051.00,28,6180.39,0,0,0,0,0.00,64078519.9
"Jue 02/03/23",107480.00,0.00,0.00,0.00,0.00,84670.00,192150.00,32,6004.69,0,0,0,0,0.00,64270669.9
"Vie 03/03/23",194450.00,0.00,0.00,0.00,0.00,216440.00,410890.00,71,5787.18,0,0,0,0,0.00,64681559.9
"Sab 04/03/23",216352.00,0.00,0.00,0.00,0.00,112730.00,329082.00,60,5484.70,0,0,0,0,0.00,65010641.9
"Mar 07/03/23",165140.00,0.00,0.00,0.00,0.00,56367.00,221507.00,37,5986.68,0,0,0,0,0.00,65232148.9
"Mie 08/03/23",167620.00,0.00,0.00,0.00,0.00,109960.00,277580.00,48,5782.92,0,0,0,0,0.00,65509728.9
"Jue 09/03/23",136770.00,0.00,0.00,0.00,0.00,104080.00,240850.00,39,6175.64,0,0,0,0,0.00,65750578.9
"Vie 10/03/23",233940.00,0.00,0.00,0.00,0.00,187010.00,420950.00,72,5846.53,0,0,0,0,0.00,66171528.9
"Sab 11/03/23",194320.00,0.00,0.00,0.00,0.00,159280.00,353600.00,63,5612.70,0,0,0,0,0.00,66525128.9
"Mar 28/03/23",171775.00,0.00,0.00,0.00,0.00,71809.00,243584.00,39,6245.74,0,0,0,0,0.00,66768712.9
"Mie 29/03/23",124910.00,0.00,0.00,0.00,0.00,58570.00,183480.00,30,6116.00,0,0,0,0,0.00,66952192.9
"Jue 30/03/23",91630.00,0.00,0.00,0.00,0.00,92410.00,184040.00,31,5936.77,0,0,0,0,0.00,67136232.9
"Vie 31/03/23",248980.00,0.00,0.00,0.00,0.00,156290.00,405270.00,66,6140.45,0,0,0,0,0.00,67541502.9
"Sab 01/04/23",227300.00,0.00,0.00,0.00,0.00,151940.00,379240.00,57,6653.33,0,0,0,0,0.00,67920742.9
"Mar 04/04/23",183019.00,0.00,0.00,0.00,0.00,69054.00,252073.00,38,6633.50,0,0,0,0,0.00,68172815.9
"Mie 05/04/23",171150.00,0.00,0.00,0.00,0.00,101910.00,273060.00,37,7380.00,0,0,0,0,0.00,68445875.9
"Jue 06/04/23",190540.00,0.00,0.00,0.00,0.00,148010.00,338550.00,49,6909.18,0,0,0,0,0.00,68784425.9
"Vie 07/04/23",247820.00,0.00,0.00,0.00,0.00,144518.00,392338.00,57,6883.12,0,0,0,0,0.00,69176763.9
"Sab 08/04/23",199000.00,0.00,0.00,0.00,0.00,153410.00,352410.00,55,6407.45,0,0,0,0,0.00,69529173.9
"Mar 11/04/23",164633.00,0.00,0.00,0.00,0.00,119637.00,284270.00,43,6610.93,0,0,0,0,0.00,69813443.9
"Mie 12/04/23",90450.00,0.00,0.00,0.00,0.00,56510.00,146960.00,24,6123.33,0,0,0,0,0.00,69960403.9
"Jue 13/04/23",96580.00,0.00,0.00,0.00,0.00,126680.00,223260.00,29,7698.62,0,0,0,0,0.00,70183663.9
"Vie 14/04/23",275870.00,0.00,0.00,0.00,0.00,212010.00,487880.00,66,7392.12,0,0,0,0,0.00,70671543.9
"Sab 15/04/23",163520.00,0.00,0.00,0.00,0.00,235390.00,398910.00,58,6877.76,0,0,0,0,0.00,71070453.9
"Mar 18/04/23",69203.00,0.00,0.00,0.00,0.00,55234.00,124437.00,18,6913.17,0,0,0,0,0.00,71194890.9
"Mie 19/04/23",106977.00,0.00,22770.00,0.00,0.00,74070.00,203817.00,28,7279.18,0,0,0,0,0.00,71398707.9
"Jue 20/04/23",100810.00,0.00,21150.00,0.00,0.00,64010.00,185970.00,25,7438.80,0,0,0,0,0.00,71584677.9
"Vie 21/04/23",187930.00,0.00,0.00,0.00,0.00,161580.00,349510.00,53,6594.53,0,0,0,0,0.00,71934187.9
"Sab 22/04/23",195550.00,0.00,0.00,0.00,0.00,144620.00,340170.00,57,5967.89,0,0,0,0,0.00,72274357.9
"Mar 25/04/23",92631.00,0.00,0.00,0.00,0.00,47543.00,140174.00,22,6371.55,0,0,0,0,0.00,72414531.9
"Mie 26/04/23",62900.00,0.00,16950.00,0.00,0.00,36240.00,116090.00,19,6110.00,0,0,0,0,0.00,72530621.9
"Jue 27/04/23",134280.00,0.00,35060.00,0.00,0.00,73590.00,242930.00,31,7836.45,0,0,0,0,0.00,72773551.9
"Vie 28/04/23",188910.00,0.00,4000.00,0.00,0.00,167850.00,360760.00,53,6806.79,0,0,0,0,0.00,73134311.9
"Sab 29/04/23",225290.00,0.00,0.00,0.00,0.00,89890.00,315180.00,46,6851.74,0,0,0,0,0.00,73449491.9
"Dom 30/04/23",165410.00,0.00,0.00,0.00,0.00,91770.00,257180.00,34,7564.12,0,0,0,0,0.00,73706671.9
"Mie 03/05/23",88569.00,0.00,55775.00,0.00,0.00,41570.00,185914.00,27,6885.70,0,0,0,0,0.00,73892585.9
"Jue 04/05/23",87140.00,0.00,133600.00,0.00,0.00,55220.00,275960.00,35,7884.57,0,0,0,0,0.00,74168545.9
"Vie 05/05/23",166810.00,0.00,131450.00,0.00,0.00,123540.00,421800.00,63,6695.24,0,0,0,0,0.00,74590345.9
"Sab 06/05/23",210590.00,0.00,101290.00,0.00,0.00,66300.00,378180.00,57,6634.74,0,0,0,0,0.00,74968525.9
"Mar 09/05/23",115158.00,0.00,13160.00,0.00,0.00,34843.00,163161.00,26,6275.42,0,0,0,0,0.00,75131686.9
"Mie 10/05/23",49580.00,0.00,65360.00,0.00,0.00,29950.00,144890.00,17,8522.94,0,0,0,0,0.00,75276576.9
"Jue 11/05/23",89540.00,0.00,66060.00,0.00,0.00,55770.00,211370.00,31,6818.39,0,0,0,0,0.00,75487946.9
"Vie 12/05/23",195180.00,0.00,127810.00,0.00,0.00,171130.00,494120.00,59,8374.92,0,0,0,0,0.00,75982066.9
"Sab 13/05/23",200620.00,0.00,124740.00,0.00,0.00,106890.00,432250.00,61,7086.07,0,0,0,0,0.00,76414316.9
"Mar 16/05/23",158471.00,0.00,68040.00,0.00,0.00,66006.00,292517.00,28,10447.04,0,0,0,0,0.00,76706833.9
"Mie 17/05/23",44790.00,0.00,46330.00,0.00,0.00,63540.00,154660.00,22,7030.00,0,0,0,0,0.00,76861493.9
"Jue 18/05/23",109750.00,0.00,54680.00,0.00,0.00,46938.00,211368.00,29,7288.55,0,0,0,0,0.00,77072861.9
"Vie 19/05/23",142660.00,0.00,48690.00,0.00,0.00,111440.00,302790.00,43,7041.63,0,0,0,0,0.00,77375651.9
"Sab 20/05/23",128510.00,0.00,71480.00,0.00,0.00,73490.00,273480.00,43,6360.00,0,0,0,0,0.00,77649131.9
"Mar 23/05/23",118907.00,0.00,66295.00,0.00,0.00,66212.00,251414.00,31,8110.13,0,0,0,0,0.00,77900545.9
"Mie 24/05/23",87800.00,0.00,81720.00,0.00,0.00,82000.00,251520.00,32,7860.00,0,0,0,0,0.00,78152065.9
"Jue 25/05/23",147200.00,0.00,34650.00,0.00,0.00,61210.00,243060.00,30,8102.00,0,0,0,0,0.00,78395125.9
"Vie 26/05/23",193920.00,0.00,39730.00,0.00,0.00,43270.00,276920.00,39,7100.51,0,0,0,0,0.00,78672045.9
"Sab 27/05/23",109870.00,0.00,48340.00,0.00,0.00,65010.00,223220.00,33,6764.24,0,0,0,0,0.00,78895265.9
"Mar 30/05/23",62460.00,0.00,26260.00,0.00,0.00,55430.00,144150.00,22,6552.27,0,0,0,0,0.00,79039415.9
"Mie 31/05/23",52690.00,0.00,43090.00,0.00,0.00,41520.00,137300.00,21,6538.10,0,0,0,0,0.00,79176715.9
"Jue 01/06/23",88000.00,0.00,155200.00,0.00,0.00,79490.00,322690.00,41,7870.49,0,0,0,0,0.00,79499405.9
"Vie 02/06/23",229980.00,0.00,129420.00,0.00,0.00,120490.00,479890.00,63,7617.30,0,0,0,0,0.00,79979295.9
"Sab 03/06/23",225830.00,0.00,105450.00,0.00,0.00,112480.00,443760.00,60,7396.00,0,0,0,0,0.00,80423055.9
"Mar 06/06/23",74394.00,0.00,0.00,0.00,0.00,83963.00,158357.00,21,7540.81,0,0,0,0,0.00,80581412.9
"Mie 07/06/23",144990.00,0.00,130590.00,0.00,0.00,54440.00,330020.00,38,8684.74,0,0,0,0,0.00,80911432.9
"Jue 08/06/23",121900.00,0.00,80750.00,0.00,0.00,45990.00,248640.00,35,7104.00,0,0,0,0,0.00,81160072.9
"Vie 09/06/23",206550.00,0.00,111380.00,0.00,0.00,85820.00,403750.00,58,6961.21,0,0,0,0,0.00,81563822.9
"Sab 10/06/23",193840.00,0.00,153510.00,0.00,0.00,91070.00,438420.00,55,7971.27,0,0,0,0,0.00,82002242.9
"Mie 14/06/23",78210.00,0.00,62300.00,0.00,0.00,34050.00,174560.00,20,8728.00,0,0,0,0,0.00,82176802.9
"Jue 15/06/23",67830.00,0.00,77680.00,0.00,0.00,44490.00,190000.00,23,8260.87,0,0,0,0,0.00,82366802.9
"Vie 16/06/23",316020.00,0.00,68850.00,0.00,0.00,61700.00,446570.00,56,7974.46,0,0,0,0,0.00,82813372.9
"Sab 17/06/23",238240.00,0.00,110550.00,0.00,0.00,51570.00,400360.00,47,8518.30,0,0,0,0,0.00,83213732.9
"Dom 18/06/23",147650.00,0.00,34980.00,0.00,0.00,40190.00,222820.00,30,7427.33,0,0,0,0,0.00,83436552.9
"Lun 19/06/23",137590.00,0.00,167340.00,0.00,0.00,45190.00,350120.00,46,7611.30,0,0,0,0,0.00,83786672.9
