fecha,efectivo,cta_cte,tarjetas,cheques,otros,total,ventas,prom_vtas,acumulado
 10/05/23,49580.0,0.0,65360.0,0.0,29950.0,144890.0,17,8522.94,75276576.9
 11/05/23,89540.0,0.0,66060.0,0.0,55770.0,211370.0,31,6818.39,75487946.9
 12/05/23,195180.0,0.0,127810.0,0.0,171130.0,494120.0,59,8374.92,75982066.9
 13/05/23,200620.0,0.0,124740.0,0.0,106890.0,432250.0,61,7086.07,76414316.9
 16/05/23,158471.0,0.0,68040.0,0.0,66006.0,292517.0,28,10447.04,76706833.9
 17/05/23,44790.0,0.0,46330.0,0.0,63540.0,154660.0,22,7030.0,76861493.9
 18/05/23,109750.0,0.0,54680.0,0.0,46938.0,211368.0,29,7288.55,77072861.9
 19/05/23,142660.0,0.0,48690.0,0.0,111440.0,302790.0,43,7041.63,77375651.9
 20/05/23,128510.0,0.0,71480.0,0.0,73490.0,273480.0,43,6360.0,77649131.9
 23/05/23,118907.0,0.0,66295.0,0.0,66212.0,251414.0,31,8110.13,77900545.9
 24/05/23,87800.0,0.0,81720.0,0.0,82000.0,251520.0,32,7860.0,78152065.9
 25/05/23,147200.0,0.0,34650.0,0.0,61210.0,243060.0,30,8102.0,78395125.9
 26/05/23,193920.0,0.0,39730.0,0.0,43270.0,276920.0,39,7100.51,78672045.9
 27/05/23,109870.0,0.0,48340.0,0.0,65010.0,223220.0,33,6764.24,78895265.9
 30/05/23,62460.0,0.0,26260.0,0.0,55430.0,144150.0,22,6552.27,79039415.9
 31/05/23,52690.0,0.0,43090.0,0.0,41520.0,137300.0,21,6538.1,79176715.9
 01/06/23,88000.0,0.0,155200.0,0.0,79490.0,322690.0,41,7870.49,79499405.9
 02/06/23,229980.0,0.0,129420.0,0.0,120490.0,479890.0,63,7617.3,79979295.9
 03/06/23,225830.0,0.0,105450.0,0.0,112480.0,443760.0,60,7396.0,80423055.9
 06/06/23,74394.0,0.0,0.0,0.0,83963.0,158357.0,21,7540.81,80581412.9
 07/06/23,144990.0,0.0,130590.0,0.0,54440.0,330020.0,38,8684.74,80911432.9
 08/06/23,121900.0,0.0,80750.0,0.0,45990.0,248640.0,35,7104.0,81160072.9
 09/06/23,206550.0,0.0,111380.0,0.0,85820.0,403750.0,58,6961.21,81563822.9
 10/06/23,193840.0,0.0,153510.0,0.0,91070.0,438420.0,55,7971.27,82002242.9
 14/06/23,78210.0,0.0,62300.0,0.0,34050.0,174560.0,20,8728.0,82176802.9
 15/06/23,67830.0,0.0,77680.0,0.0,44490.0,190000.0,23,8260.87,82366802.9
 16/06/23,316020.0,0.0,68850.0,0.0,61700.0,446570.0,56,7974.46,82813372.9
 17/06/23,238240.0,0.0,110550.0,0.0,51570.0,400360.0,47,8518.3,83213732.9
 18/06/23,147650.0,0.0,34980.0,0.0,40190.0,222820.0,30,7427.33,83436552.9
 19/06/23,137590.0,0.0,167340.0,0.0,45190.0,350120.0,46,7611.3,83786672.9
